Ημερομηνία,Διυλιστήριο,Τιμή
03/03/2024,Aspropirgos,117730
03/03/2024,Kiourka,93697
04/03/2024,Kiourka,80144
04/03/2024,Aspropirgos,120520
04/03/2024,Galatsi,326331
04/03/2024,Menidi,476919
05/03/2024,Menidi,462602
05/03/2024,Galatsi,319741
05/03/2024,Aspropirgos,116060
05/03/2024,Kiourka,90807
06/03/2024,Kiourka,88971
06/03/2024,Aspropirgos,114780
06/03/2024,Galatsi,321156
06/03/2024,Menidi,471317
07/03/2024,Menidi,475391
07/03/2024,Galatsi,321192
07/03/2024,Aspropirgos,116380
07/03/2024,Kiourka,89780
08/03/2024,Kiourka,94290
08/03/2024,Aspropirgos,117730
08/03/2024,Galatsi,321102
08/03/2024,Menidi,480657
09/03/2024,Menidi,476741
09/03/2024,Galatsi,322644
09/03/2024,Aspropirgos,119960
09/03/2024,Kiourka,100164
10/03/2024,Kiourka,92484
10/03/2024,Aspropirgos,116160
10/03/2024,Galatsi,324946
10/03/2024,Menidi,479386
11/03/2024,Menidi,475604
11/03/2024,Galatsi,322360
11/03/2024,Aspropirgos,115920
11/03/2024,Kiourka,94052
12/03/2024,Kiourka,94312
12/03/2024,Aspropirgos,116970
12/03/2024,Galatsi,323312
12/03/2024,Menidi,487557
13/03/2024,Menidi,492996
13/03/2024,Galatsi,325166
13/03/2024,Aspropirgos,115940
13/03/2024,Kiourka,100430
14/03/2024,Kiourka,100455
14/03/2024,Aspropirgos,118060
14/03/2024,Galatsi,324292
14/03/2024,Menidi,485656
15/03/2024,Menidi,465894
15/03/2024,Galatsi,321957
15/03/2024,Aspropirgos,119680
15/03/2024,Kiourka,96128
16/03/2024,Kiourka,85511
16/03/2024,Aspropirgos,119510
16/03/2024,Galatsi,316722
16/03/2024,Menidi,462074
17/03/2024,Menidi,425667
17/03/2024,Galatsi,302220
17/03/2024,Aspropirgos,115270
17/03/2024,Kiourka,93011
18/03/2024,Kiourka,94353
18/03/2024,Aspropirgos,116030
18/03/2024,Galatsi,310353
18/03/2024,Menidi,442776
19/03/2024,Menidi,465028
19/03/2024,Galatsi,318062
19/03/2024,Aspropirgos,116740
19/03/2024,Kiourka,88617
20/03/2024,Kiourka,86943
20/03/2024,Aspropirgos,114040
20/03/2024,Galatsi,317041
20/03/2024,Menidi,467204
21/03/2024,Menidi,465483
21/03/2024,Galatsi,340443
21/03/2024,Aspropirgos,117690
21/03/2024,Kiourka,91755
22/03/2024,Kiourka,90275
22/03/2024,Aspropirgos,117760
22/03/2024,Galatsi,292394
22/03/2024,Menidi,470447
23/03/2024,Galatsi,340295
23/03/2024,Menidi,476374
23/03/2024,Aspropirgos,122310
23/03/2024,Kiourka,92098
24/03/2024,Kiourka,95138
24/03/2024,Aspropirgos,120690
24/03/2024,Galatsi,313900
24/03/2024,Menidi,449211
25/03/2024,Menidi,460741
25/03/2024,Galatsi,313291
25/03/2024,Aspropirgos,119750
25/03/2024,Kiourka,92971
26/03/2024,Kiourka,91905
26/03/2024,Aspropirgos,124910
26/03/2024,Galatsi,322690
26/03/2024,Menidi,485938
27/03/2024,Menidi,516227
27/03/2024,Galatsi,325130
27/03/2024,Aspropirgos,126920
27/03/2024,Kiourka,96320
28/03/2024,Kiourka,96241
28/03/2024,Aspropirgos,125620
28/03/2024,Galatsi,327294
28/03/2024,Menidi,506364
29/03/2024,Menidi,533379
29/03/2024,Galatsi,331809
29/03/2024,Aspropirgos,128900
29/03/2024,Kiourka,101273
30/03/2024,Kiourka,108492
30/03/2024,Galatsi,336171
30/03/2024,Aspropirgos,130310
30/03/2024,Menidi,540747
31/03/2024,Menidi,518445
31/03/2024,Galatsi,322248
31/03/2024,Aspropirgos,122770
31/03/2024,Kiourka,106367
01/04/2024,Kiourka,98691
01/04/2024,Aspropirgos,125810
01/04/2024,Galatsi,333889
01/04/2024,Menidi,528200
02/04/2024,Menidi,535473
02/04/2024,Galatsi,329369
02/04/2024,Aspropirgos,126790
02/04/2024,Kiourka,97076
03/04/2024,Kiourka,104289
03/04/2024,Galatsi,334619
03/04/2024,Aspropirgos,129720
03/04/2024,Menidi,533140
04/04/2024,Menidi,528779
04/04/2024,Aspropirgos,130150
04/04/2024,Galatsi,335859
04/04/2024,Kiourka,105737
05/04/2024,Kiourka,100413
05/04/2024,Galatsi,333143
05/04/2024,Aspropirgos,131670
05/04/2024,Menidi,532334
06/04/2024,Menidi,535142
06/04/2024,Aspropirgos,132170
06/04/2024,Galatsi,334023
06/04/2024,Kiourka,112266
07/04/2024,Aspropirgos,129040
07/04/2024,Kiourka,101626
07/04/2024,Galatsi,323443
07/04/2024,Menidi,519149
08/04/2024,Menidi,513031
08/04/2024,Galatsi,323086
08/04/2024,Kiourka,104273
08/04/2024,Aspropirgos,128070
09/04/2024,Kiourka,103869
09/04/2024,Galatsi,326105
09/04/2024,Aspropirgos,130120
09/04/2024,Menidi,530829
10/04/2024,Menidi,535144
10/04/2024,Aspropirgos,133250
10/04/2024,Galatsi,336079
10/04/2024,Kiourka,114276
11/04/2024,Kiourka,108323
11/04/2024,Galatsi,324787
11/04/2024,Aspropirgos,132660
11/04/2024,Menidi,526578
12/04/2024,Menidi,534643
12/04/2024,Galatsi,355385
12/04/2024,Aspropirgos,132200
12/04/2024,Kiourka,107789
13/04/2024,Kiourka,123499
13/04/2024,Aspropirgos,135680
13/04/2024,Galatsi,342852
13/04/2024,Menidi,559398
14/04/2024,Menidi,572537
14/04/2024,Aspropirgos,133540
14/04/2024,Galatsi,336057
14/04/2024,Kiourka,119654
15/04/2024,Kiourka,118872
15/04/2024,Aspropirgos,135660
15/04/2024,Menidi,559290
15/04/2024,Galatsi,344605
16/04/2024,Menidi,539771
16/04/2024,Aspropirgos,131330
16/04/2024,Galatsi,327249
16/04/2024,Kiourka,110097
17/04/2024,Kiourka,113037
17/04/2024,Aspropirgos,131020
17/04/2024,Menidi,549199
17/04/2024,Galatsi,350070
18/04/2024,Galatsi,339775
18/04/2024,Menidi,550194
18/04/2024,Aspropirgos,132620
18/04/2024,Kiourka,113673
19/04/2024,Aspropirgos,127850
19/04/2024,Kiourka,106436
19/04/2024,Galatsi,331949
19/04/2024,Menidi,529751
20/04/2024,Menidi,513370
20/04/2024,Galatsi,330163
20/04/2024,Kiourka,98147
20/04/2024,Aspropirgos,123470
21/04/2024,Aspropirgos,126540
21/04/2024,Kiourka,105847
21/04/2024,Galatsi,333075
21/04/2024,Menidi,533437
22/04/2024,Menidi,519278
22/04/2024,Galatsi,331640
22/04/2024,Kiourka,102999
22/04/2024,Aspropirgos,126580
23/04/2024,Aspropirgos,128670
23/04/2024,Kiourka,102868
23/04/2024,Galatsi,324476
23/04/2024,Menidi,526812
24/04/2024,Menidi,575337
24/04/2024,Galatsi,344815
24/04/2024,Aspropirgos,138530
24/04/2024,Kiourka,119799
25/04/2024,Kiourka,120288
25/04/2024,Aspropirgos,139950
25/04/2024,Galatsi,351906
25/04/2024,Menidi,576919
26/04/2024,Menidi,574552
26/04/2024,Galatsi,341134
26/04/2024,Aspropirgos,138010
26/04/2024,Kiourka,120409
27/04/2024,Kiourka,121893
27/04/2024,Aspropirgos,138900
27/04/2024,Galatsi,343808
27/04/2024,Menidi,563178
28/04/2024,Menidi,544457
28/04/2024,Aspropirgos,137470
28/04/2024,Galatsi,335997
28/04/2024,Kiourka,118126
29/04/2024,Kiourka,113706
29/04/2024,Galatsi,324165
29/04/2024,Aspropirgos,136600
29/04/2024,Menidi,536350
30/04/2024,Galatsi,344321
30/04/2024,Menidi,523775
30/04/2024,Aspropirgos,134430
30/04/2024,Kiourka,111435
01/05/2024,Kiourka,113842
01/05/2024,Aspropirgos,135760
01/05/2024,Galatsi,330035
01/05/2024,Menidi,529633
02/05/2024,Menidi,530253
02/05/2024,Galatsi,325464
02/05/2024,Aspropirgos,136780
02/05/2024,Kiourka,121654
03/05/2024,Kiourka,110301
03/05/2024,Aspropirgos,133860
03/05/2024,Galatsi,303614
03/05/2024,Menidi,461705
04/05/2024,Menidi,476587
04/05/2024,Aspropirgos,134660
04/05/2024,Galatsi,294998
04/05/2024,Kiourka,109591
05/05/2024,Aspropirgos,128750
05/05/2024,Kiourka,97902
05/05/2024,Galatsi,263315
05/05/2024,Menidi,403694
06/05/2024,Menidi,460641
06/05/2024,Galatsi,264527
06/05/2024,Aspropirgos,130580
06/05/2024,Kiourka,106594
07/05/2024,Kiourka,118934
07/05/2024,Aspropirgos,135450
07/05/2024,Galatsi,291973
07/05/2024,Menidi,518409
08/05/2024,Menidi,521915
08/05/2024,Aspropirgos,135610
08/05/2024,Galatsi,327162
08/05/2024,Kiourka,120407
09/05/2024,Aspropirgos,129700
09/05/2024,Kiourka,114966
09/05/2024,Galatsi,326528
09/05/2024,Menidi,507611
10/05/2024,Menidi,498321
10/05/2024,Galatsi,307592
10/05/2024,Aspropirgos,126880
10/05/2024,Kiourka,99928
11/05/2024,Kiourka,121416
11/05/2024,Galatsi,321009
11/05/2024,Aspropirgos,131720
11/05/2024,Menidi,543849
12/05/2024,Menidi,549104
12/05/2024,Aspropirgos,133410
12/05/2024,Galatsi,329019
12/05/2024,Kiourka,121572
13/05/2024,Kiourka,118875
13/05/2024,Galatsi,332445
13/05/2024,Aspropirgos,130360
13/05/2024,Menidi,544479
14/05/2024,Menidi,523103
14/05/2024,Galatsi,327397
14/05/2024,Aspropirgos,126400
14/05/2024,Kiourka,110726
15/05/2024,Aspropirgos,127630
15/05/2024,Kiourka,122266
15/05/2024,Galatsi,322379
15/05/2024,Menidi,547278
16/05/2024,Menidi,537644
16/05/2024,Galatsi,343210
16/05/2024,Kiourka,119081
16/05/2024,Aspropirgos,124190
17/05/2024,Aspropirgos,123030
17/05/2024,Kiourka,112120
17/05/2024,Galatsi,327051
17/05/2024,Menidi,528321
18/05/2024,Menidi,546655
18/05/2024,Galatsi,333911
18/05/2024,Kiourka,120781
18/05/2024,Aspropirgos,124870
19/05/2024,Kiourka,128651
19/05/2024,Galatsi,336612
19/05/2024,Aspropirgos,131600
19/05/2024,Menidi,561541
20/05/2024,Menidi,564545
20/05/2024,Galatsi,342026
20/05/2024,Aspropirgos,132470
20/05/2024,Kiourka,132819
21/05/2024,Aspropirgos,131020
21/05/2024,Kiourka,139389
21/05/2024,Galatsi,334564
21/05/2024,Menidi,552299
22/05/2024,Menidi,579285
22/05/2024,Galatsi,342627
22/05/2024,Aspropirgos,132730
22/05/2024,Kiourka,124210
23/05/2024,Aspropirgos,132290
23/05/2024,Kiourka,136062
23/05/2024,Galatsi,344216
23/05/2024,Menidi,583548
24/05/2024,Menidi,587605
24/05/2024,Galatsi,343984
24/05/2024,Aspropirgos,133580
24/05/2024,Kiourka,138629
25/05/2024,Aspropirgos,136350
25/05/2024,Kiourka,134580
25/05/2024,Galatsi,346009
25/05/2024,Menidi,588084
26/05/2024,Menidi,544746
26/05/2024,Kiourka,135917
26/05/2024,Aspropirgos,132920
26/05/2024,Galatsi,331782
27/05/2024,Galatsi,337274
27/05/2024,Aspropirgos,135700
27/05/2024,Kiourka,143359
27/05/2024,Menidi,559591
28/05/2024,Menidi,572983
28/05/2024,Galatsi,341914
28/05/2024,Kiourka,136294
28/05/2024,Aspropirgos,135300
29/05/2024,Kiourka,134784
29/05/2024,Aspropirgos,133900
29/05/2024,Galatsi,342500
29/05/2024,Menidi,570612
30/05/2024,Galatsi,340100
30/05/2024,Menidi,620142
30/05/2024,Aspropirgos,134980
30/05/2024,Kiourka,135319
31/05/2024,Aspropirgos,135240
31/05/2024,Kiourka,134441
31/05/2024,Galatsi,330137
31/05/2024,Menidi,554377
01/06/2024,Menidi,594703
01/06/2024,Galatsi,360234
01/06/2024,Aspropirgos,140440
01/06/2024,Kiourka,143841
02/06/2024,Aspropirgos,139020
02/06/2024,Kiourka,147124
02/06/2024,Galatsi,342882
02/06/2024,Menidi,588463
03/06/2024,Menidi,592480
03/06/2024,Galatsi,343867
03/06/2024,Kiourka,143612
03/06/2024,Aspropirgos,141740
04/06/2024,Aspropirgos,143620
04/06/2024,Kiourka,144189
04/06/2024,Galatsi,342676
04/06/2024,Menidi,603027
05/06/2024,Galatsi,351908
05/06/2024,Menidi,605783
05/06/2024,Aspropirgos,146780
05/06/2024,Kiourka,150685
06/06/2024,Kiourka,146935
06/06/2024,Aspropirgos,144040
06/06/2024,Galatsi,343195
06/06/2024,Menidi,592112
07/06/2024,Menidi,605766
07/06/2024,Galatsi,344159
07/06/2024,Aspropirgos,148370
07/06/2024,Kiourka,150071
08/06/2024,Aspropirgos,151730
08/06/2024,Kiourka,160821
08/06/2024,Galatsi,345341
08/06/2024,Menidi,622612
09/06/2024,Menidi,605697
09/06/2024,Kiourka,158733
09/06/2024,Aspropirgos,148040
09/06/2024,Galatsi,337483
10/06/2024,Aspropirgos,152080
10/06/2024,Kiourka,158784
10/06/2024,Galatsi,349059
10/06/2024,Menidi,609197
11/06/2024,Menidi,624172
11/06/2024,Galatsi,346154
11/06/2024,Kiourka,168447
11/06/2024,Aspropirgos,150370
12/06/2024,Aspropirgos,151590
12/06/2024,Kiourka,171739
12/06/2024,Galatsi,347238
12/06/2024,Menidi,630856
13/06/2024,Menidi,620659
13/06/2024,Galatsi,350101
13/06/2024,Kiourka,170277
13/06/2024,Aspropirgos,152620
14/06/2024,Aspropirgos,148440
14/06/2024,Kiourka,169491
14/06/2024,Galatsi,350494
14/06/2024,Menidi,617319
15/06/2024,Menidi,614351
15/06/2024,Galatsi,352137
15/06/2024,Kiourka,164851
15/06/2024,Aspropirgos,151850
16/06/2024,Aspropirgos,149450
16/06/2024,Kiourka,165816
16/06/2024,Galatsi,339580
16/06/2024,Menidi,600774
17/06/2024,Galatsi,345169
17/06/2024,Menidi,621912
17/06/2024,Kiourka,159302
17/06/2024,Aspropirgos,150660
18/06/2024,Aspropirgos,151720
18/06/2024,Kiourka,157436
18/06/2024,Menidi,615223
18/06/2024,Galatsi,346033
19/06/2024,Galatsi,355134
19/06/2024,Menidi,624862
19/06/2024,Kiourka,160512
19/06/2024,Aspropirgos,153080
20/06/2024,Aspropirgos,153250
20/06/2024,Kiourka,161854
20/06/2024,Menidi,628485
20/06/2024,Galatsi,361150
21/06/2024,Galatsi,358023
21/06/2024,Menidi,635489
21/06/2024,Aspropirgos,156510
21/06/2024,Kiourka,173994
22/06/2024,Kiourka,176121
22/06/2024,Aspropirgos,157340
22/06/2024,Menidi,621227
22/06/2024,Galatsi,346166
23/06/2024,Menidi,591392
23/06/2024,Kiourka,175496
23/06/2024,Aspropirgos,155190
23/06/2024,Galatsi,326553
24/06/2024,Kiourka,172840
24/06/2024,Aspropirgos,157020
24/06/2024,Galatsi,348336
24/06/2024,Menidi,606303
25/06/2024,Menidi,621243
25/06/2024,Galatsi,355405
25/06/2024,Aspropirgos,157760
25/06/2024,Kiourka,169509
26/06/2024,Aspropirgos,157560
26/06/2024,Kiourka,164033
26/06/2024,Galatsi,358338
26/06/2024,Menidi,623374
27/06/2024,Menidi,628120
27/06/2024,Galatsi,360322
27/06/2024,Kiourka,163550
27/06/2024,Aspropirgos,155490
28/06/2024,Kiourka,167211
28/06/2024,Aspropirgos,155260
28/06/2024,Galatsi,359810
28/06/2024,Menidi,618920
29/06/2024,Menidi,614028
29/06/2024,Galatsi,349907
29/06/2024,Aspropirgos,153090
29/06/2024,Kiourka,172116
30/06/2024,Kiourka,171992
30/06/2024,Aspropirgos,151570
30/06/2024,Galatsi,345315
30/06/2024,Menidi,600503
01/07/2024,Galatsi,371776
01/07/2024,Menidi,627141
01/07/2024,Kiourka,172384
01/07/2024,Aspropirgos,157110
02/07/2024,Kiourka,167794
02/07/2024,Aspropirgos,154530
02/07/2024,Menidi,627932
02/07/2024,Galatsi,357920
03/07/2024,Galatsi,362688
03/07/2024,Menidi,628814
03/07/2024,Aspropirgos,149890
03/07/2024,Kiourka,159482
04/07/2024,Aspropirgos,143930
04/07/2024,Kiourka,143893
04/07/2024,Galatsi,347816
04/07/2024,Menidi,580259
05/07/2024,Menidi,582502
05/07/2024,Galatsi,340362
05/07/2024,Aspropirgos,141670
05/07/2024,Kiourka,144218
06/07/2024,Aspropirgos,145230
06/07/2024,Kiourka,156717
06/07/2024,Galatsi,339728
06/07/2024,Menidi,594211
07/07/2024,Menidi,575144
07/07/2024,Kiourka,168953
07/07/2024,Aspropirgos,147390
07/07/2024,Galatsi,335230
08/07/2024,Aspropirgos,154440
08/07/2024,Kiourka,164141
08/07/2024,Galatsi,349001
08/07/2024,Menidi,610493
09/07/2024,Menidi,607253
09/07/2024,Galatsi,351782
09/07/2024,Kiourka,177087
09/07/2024,Aspropirgos,154750
10/07/2024,Aspropirgos,154860
10/07/2024,Kiourka,185281
10/07/2024,Galatsi,354058
10/07/2024,Menidi,621138
11/07/2024,Menidi,617892
11/07/2024,Galatsi,352353
11/07/2024,Kiourka,181653
11/07/2024,Aspropirgos,156850
12/07/2024,Aspropirgos,157730
12/07/2024,Kiourka,182091
12/07/2024,Galatsi,353299
12/07/2024,Menidi,617299
13/07/2024,Menidi,611856
13/07/2024,Galatsi,349710
13/07/2024,Aspropirgos,159430
13/07/2024,Kiourka,189231
14/07/2024,Kiourka,188614
14/07/2024,Aspropirgos,154560
14/07/2024,Galatsi,336962
14/07/2024,Menidi,594520
15/07/2024,Galatsi,347467
15/07/2024,Menidi,610799
15/07/2024,Aspropirgos,159700
15/07/2024,Kiourka,182333
16/07/2024,Kiourka,181172
16/07/2024,Aspropirgos,160340
16/07/2024,Menidi,608521
16/07/2024,Galatsi,345641
17/07/2024,Galatsi,351129
17/07/2024,Menidi,624093
17/07/2024,Aspropirgos,160380
17/07/2024,Kiourka,181964
18/07/2024,Kiourka,183896
18/07/2024,Aspropirgos,158250
18/07/2024,Menidi,630477
18/07/2024,Galatsi,352505
19/07/2024,Galatsi,350024
19/07/2024,Menidi,628336
19/07/2024,Aspropirgos,160750
19/07/2024,Kiourka,186036
20/07/2024,Kiourka,190411
20/07/2024,Aspropirgos,160800
20/07/2024,Menidi,615005
20/07/2024,Galatsi,346737
21/07/2024,Menidi,597388
21/07/2024,Aspropirgos,156460
21/07/2024,Kiourka,192274
21/07/2024,Galatsi,322380
22/07/2024,Kiourka,183796
22/07/2024,Aspropirgos,142120
22/07/2024,Galatsi,360929
22/07/2024,Menidi,634533
23/07/2024,Menidi,643438
23/07/2024,Galatsi,345182
23/07/2024,Kiourka,182392
23/07/2024,Aspropirgos,125580
24/07/2024,Aspropirgos,124510
24/07/2024,Kiourka,182652
24/07/2024,Galatsi,343880
24/07/2024,Menidi,640379
25/07/2024,Menidi,637180
25/07/2024,Galatsi,343730
25/07/2024,Kiourka,181244
25/07/2024,Aspropirgos,124710
26/07/2024,Aspropirgos,123100
26/07/2024,Kiourka,180335
26/07/2024,Galatsi,327020
26/07/2024,Menidi,625228
27/07/2024,Menidi,608566
27/07/2024,Galatsi,349145
27/07/2024,Kiourka,183185
27/07/2024,Aspropirgos,124820
28/07/2024,Aspropirgos,123670
28/07/2024,Kiourka,185855
28/07/2024,Galatsi,330209
28/07/2024,Menidi,594038
29/07/2024,Galatsi,341986
29/07/2024,Menidi,623855
29/07/2024,Kiourka,184257
29/07/2024,Aspropirgos,127830
30/07/2024,Aspropirgos,127080
30/07/2024,Kiourka,186611
30/07/2024,Menidi,616005
30/07/2024,Galatsi,346055
31/07/2024,Menidi,612335
31/07/2024,Kiourka,183729
31/07/2024,Galatsi,326446
31/07/2024,Aspropirgos,125440
01/08/2024,Aspropirgos,126120
01/08/2024,Kiourka,183006
01/08/2024,Menidi,618567
01/08/2024,Galatsi,353376
02/08/2024,Menidi,619802
02/08/2024,Kiourka,184113
02/08/2024,Galatsi,338335
02/08/2024,Aspropirgos,125980
03/08/2024,Aspropirgos,125250
03/08/2024,Galatsi,329165
03/08/2024,Kiourka,189407
03/08/2024,Menidi,599188
04/08/2024,Menidi,585403
04/08/2024,Kiourka,190799
04/08/2024,Galatsi,317229
04/08/2024,Aspropirgos,122830
05/08/2024,Aspropirgos,126920
05/08/2024,Galatsi,322470
05/08/2024,Kiourka,186804
05/08/2024,Menidi,581936
06/08/2024,Menidi,582104
06/08/2024,Kiourka,184322
06/08/2024,Galatsi,318549
06/08/2024,Aspropirgos,123430
07/08/2024,Aspropirgos,125020
07/08/2024,Galatsi,320459
07/08/2024,Kiourka,186695
07/08/2024,Menidi,583169
08/08/2024,Menidi,578547
08/08/2024,Kiourka,188607
08/08/2024,Galatsi,317262
08/08/2024,Aspropirgos,127560
09/08/2024,Aspropirgos,124910
09/08/2024,Galatsi,317919
09/08/2024,Kiourka,188393
09/08/2024,Menidi,573977
10/08/2024,Menidi,556602
10/08/2024,Kiourka,190623
10/08/2024,Galatsi,309663
10/08/2024,Aspropirgos,125970
11/08/2024,Aspropirgos,126320
11/08/2024,Kiourka,190203
11/08/2024,Galatsi,289241
11/08/2024,Menidi,537428
12/08/2024,Menidi,567435
12/08/2024,Kiourka,192275
12/08/2024,Galatsi,290238
12/08/2024,Aspropirgos,126930
13/08/2024,Aspropirgos,127280
13/08/2024,Kiourka,188654
13/08/2024,Galatsi,289952
13/08/2024,Menidi,596323
14/08/2024,Menidi,566874
14/08/2024,Galatsi,287409
14/08/2024,Kiourka,188210
14/08/2024,Aspropirgos,125760
15/08/2024,Aspropirgos,121280
15/08/2024,Galatsi,270069
15/08/2024,Kiourka,182539
15/08/2024,Menidi,516817
16/08/2024,Menidi,554359
16/08/2024,Kiourka,181756
16/08/2024,Galatsi,282082
16/08/2024,Aspropirgos,124120
17/08/2024,Aspropirgos,125310
17/08/2024,Galatsi,283876
17/08/2024,Kiourka,186457
17/08/2024,Menidi,542086
18/08/2024,Menidi,555427
18/08/2024,Galatsi,285213
18/08/2024,Kiourka,185075
18/08/2024,Aspropirgos,123600
19/08/2024,Aspropirgos,125840
19/08/2024,Kiourka,188429
19/08/2024,Galatsi,295867
19/08/2024,Menidi,573053
20/08/2024,Menidi,574156
20/08/2024,Galatsi,299344
20/08/2024,Kiourka,187491
20/08/2024,Aspropirgos,124900
21/08/2024,Aspropirgos,119880
21/08/2024,Galatsi,298571
21/08/2024,Kiourka,184887
21/08/2024,Menidi,568944
22/08/2024,Menidi,571888
22/08/2024,Kiourka,184070
22/08/2024,Galatsi,302789
22/08/2024,Aspropirgos,122220
23/08/2024,Aspropirgos,122850
23/08/2024,Galatsi,302388
23/08/2024,Kiourka,185990
23/08/2024,Menidi,578202
24/08/2024,Menidi,578651
24/08/2024,Kiourka,189836
24/08/2024,Galatsi,303354
24/08/2024,Aspropirgos,124840
25/08/2024,Aspropirgos,123660
25/08/2024,Galatsi,302594
25/08/2024,Kiourka,189158
25/08/2024,Menidi,582792
26/08/2024,Menidi,613439
26/08/2024,Kiourka,183334
26/08/2024,Galatsi,314021
26/08/2024,Aspropirgos,125160
27/08/2024,Aspropirgos,122640
27/08/2024,Galatsi,319254
27/08/2024,Kiourka,178921
27/08/2024,Menidi,614159
28/08/2024,Menidi,612466
28/08/2024,Kiourka,178295
28/08/2024,Galatsi,331935
28/08/2024,Aspropirgos,122720
29/08/2024,Aspropirgos,119580
29/08/2024,Galatsi,330637
29/08/2024,Kiourka,173626
29/08/2024,Menidi,595658
30/08/2024,Menidi,585690
30/08/2024,Kiourka,168189
30/08/2024,Galatsi,326637
30/08/2024,Aspropirgos,116090
31/08/2024,Aspropirgos,110720
31/08/2024,Galatsi,324451
31/08/2024,Kiourka,160868
31/08/2024,Menidi,552323
01/09/2024,Menidi,551852
01/09/2024,Kiourka,161579
01/09/2024,Galatsi,323342
01/09/2024,Aspropirgos,105600
02/09/2024,Aspropirgos,112730
02/09/2024,Galatsi,333258
02/09/2024,Kiourka,172959
02/09/2024,Menidi,586954
03/09/2024,Menidi,605865
03/09/2024,Kiourka,165633
03/09/2024,Galatsi,336094
03/09/2024,Aspropirgos,112120
04/09/2024,Aspropirgos,113060
04/09/2024,Kiourka,167212
04/09/2024,Menidi,607268
04/09/2024,Galatsi,339603
05/09/2024,Menidi,607900
05/09/2024,Kiourka,166867
05/09/2024,Galatsi,337947
05/09/2024,Aspropirgos,113500
06/09/2024,Aspropirgos,114750
06/09/2024,Kiourka,168509
06/09/2024,Menidi,615208
06/09/2024,Galatsi,341335
07/09/2024,Galatsi,339562
07/09/2024,Menidi,615337
07/09/2024,Kiourka,169366
07/09/2024,Aspropirgos,115650
08/09/2024,Aspropirgos,113610
08/09/2024,Kiourka,170362
08/09/2024,Galatsi,330289
08/09/2024,Menidi,589125
09/09/2024,Galatsi,340866
09/09/2024,Menidi,611440
09/09/2024,Kiourka,167534
09/09/2024,Aspropirgos,115110
10/09/2024,Aspropirgos,106420
10/09/2024,Kiourka,156617
10/09/2024,Galatsi,330729
10/09/2024,Menidi,578959
11/09/2024,Menidi,587634
11/09/2024,Galatsi,309504
11/09/2024,Kiourka,158738
11/09/2024,Aspropirgos,106050
12/09/2024,Aspropirgos,107370
12/09/2024,Kiourka,161017
12/09/2024,Galatsi,327636
12/09/2024,Menidi,594997
13/09/2024,Menidi,597538
13/09/2024,Galatsi,326289
13/09/2024,Kiourka,163882
13/09/2024,Aspropirgos,113600
14/09/2024,Aspropirgos,112870
14/09/2024,Kiourka,168135
14/09/2024,Galatsi,327635
14/09/2024,Menidi,586061
15/09/2024,Menidi,581501
15/09/2024,Galatsi,326213
15/09/2024,Kiourka,169503
15/09/2024,Aspropirgos,113520
16/09/2024,Aspropirgos,113970
16/09/2024,Kiourka,164358
16/09/2024,Galatsi,335354
16/09/2024,Menidi,593586
17/09/2024,Menidi,590835
17/09/2024,Galatsi,330739
17/09/2024,Kiourka,159481
17/09/2024,Aspropirgos,111070
18/09/2024,Aspropirgos,107520
18/09/2024,Kiourka,154618
18/09/2024,Galatsi,334355
18/09/2024,Menidi,585851
19/09/2024,Menidi,574681
19/09/2024,Galatsi,326872
19/09/2024,Kiourka,151815
19/09/2024,Aspropirgos,105300
20/09/2024,Aspropirgos,103140
20/09/2024,Kiourka,143291
20/09/2024,Galatsi,325942
20/09/2024,Menidi,579104
21/09/2024,Menidi,587559
21/09/2024,Galatsi,327288
21/09/2024,Kiourka,145571
21/09/2024,Aspropirgos,103930
22/09/2024,Aspropirgos,106330
22/09/2024,Kiourka,146130
22/09/2024,Galatsi,328427
22/09/2024,Menidi,584994
23/09/2024,Menidi,613890
23/09/2024,Galatsi,333816
23/09/2024,Kiourka,141437
23/09/2024,Aspropirgos,107760
24/09/2024,Aspropirgos,107600
24/09/2024,Kiourka,132389
24/09/2024,Galatsi,336846
24/09/2024,Menidi,614151
25/09/2024,Menidi,614570
25/09/2024,Galatsi,339722
25/09/2024,Kiourka,134682
25/09/2024,Aspropirgos,109950
26/09/2024,Aspropirgos,109420
26/09/2024,Kiourka,142177
26/09/2024,Galatsi,331887
26/09/2024,Menidi,608384
27/09/2024,Menidi,610844
27/09/2024,Galatsi,335658
27/09/2024,Kiourka,140433
27/09/2024,Aspropirgos,108410
28/09/2024,Aspropirgos,110210
28/09/2024,Kiourka,147180
28/09/2024,Galatsi,336474
28/09/2024,Menidi,615904
29/09/2024,Menidi,605160
29/09/2024,Galatsi,333205
29/09/2024,Kiourka,147301
29/09/2024,Aspropirgos,107990
30/09/2024,Aspropirgos,107280
30/09/2024,Kiourka,140482
30/09/2024,Galatsi,334061
30/09/2024,Menidi,599596
01/10/2024,Menidi,602115
01/10/2024,Galatsi,332802
01/10/2024,Kiourka,136186
01/10/2024,Aspropirgos,107700
02/10/2024,Aspropirgos,108440
02/10/2024,Kiourka,134252
02/10/2024,Galatsi,333152
02/10/2024,Menidi,604610
03/10/2024,Menidi,605170
03/10/2024,Galatsi,331969
03/10/2024,Kiourka,134254
03/10/2024,Aspropirgos,106960
04/10/2024,Aspropirgos,108600
