Ημερομηνία,Longitude,Latitude,"Περιοχή συλλογής δείγματος",Μέτρηση,"Είδος αποτελέσματος","Μονάδα μέτρησης",Τιμή
01/02/2023,23.72396633,38.00996468,2240,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.43
01/02/2023,23.60908187,38.01006333,2250,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.22
01/02/2023,23.75391054,38.03767791,11010,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.4
01/02/2023,23.75300184,38.03836125,11020,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.45
01/02/2023,23.75142655,38.03794055,11030,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.42
01/02/2023,23.7458644,38.03801888,11040,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.48
01/02/2023,23.75388429,38.03319373,11050,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.38
01/02/2023,23.74788545,38.03312334,11060,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.37
01/02/2023,23.72890912,38.03486673,11070,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.38
01/02/2023,23.73375546,38.04182999,11080,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.48
01/02/2023,23.73176156,38.04433407,11090,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.49
01/02/2023,23.73869367,38.04815189,11100,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.5
01/02/2023,23.74106038,38.05026828,11110,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.45
01/02/2023,23.74373065,38.04642748,11120,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.47
01/02/2023,23.7453185,38.05000666,11130,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.39
01/02/2023,23.74765171,38.05116235,11140,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.48
01/02/2023,23.74892466,38.05221587,11150,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.5
01/02/2023,23.75201458,38.05188986,11160,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.51
01/02/2023,23.75153475,38.05070493,11170,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.53
01/02/2023,23.75240349,38.04972022,11180,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.5
01/02/2023,23.7560009,38.0500906,11190,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.57
01/02/2023,23.7579324,38.04906425,11200,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.55
01/02/2023,23.75409951,38.05566048,11210,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.52
01/02/2023,23.75277482,38.05602272,11220,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.49
01/02/2023,23.76424874,38.04479323,11230,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.34
01/02/2023,23.75217691,38.06462566,11240,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.46
01/02/2023,23.75625513,38.06388865,11250,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.37
01/02/2023,23.75844213,38.06524823,11260,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.41
01/02/2023,23.76105472,38.06533216,11270,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.45
01/02/2023,23.77344211,38.06706136,11290,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.42
01/02/2023,23.77153108,38.06087095,11310,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.45
01/02/2023,23.77519904,38.05896228,11320,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.49
01/02/2023,23.77518755,38.05761224,11330,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.44
01/02/2023,23.7723429,38.05547344,11340,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.43
01/02/2023,23.7713394,38.0556878,11350,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.45
01/02/2023,23.76945194,38.05372709,11360,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.44
01/02/2023,23.76707063,38.05290539,11370,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.46
01/02/2023,23.76345438,38.05489007,11380,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.47
01/02/2023,23.76455303,38.05198368,11390,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.43
01/02/2023,23.76597942,38.04909893,11400,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.44
01/02/2023,23.76687551,38.04330298,11410,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.43
01/02/2023,23.76262432,38.0378878,11420,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.45
01/02/2023,23.76252223,38.03558853,11430,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.46
01/02/2023,23.76170014,38.03137816,11440,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.43
01/02/2023,23.85034312,38.064696,13250,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.41
01/02/2023,23.74381472,37.91279031,35010,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.43
01/02/2023,23.7358512,37.91249826,35020,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.44
01/02/2023,23.73273985,37.91024755,35030,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.41
01/02/2023,23.73351239,37.90920587,35040,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.42
01/02/2023,23.75015471,37.88588151,35050,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.36
01/02/2023,23.7443561,37.8814215,35060,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.35
01/02/2023,23.74911957,37.87999426,35070,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.36
01/02/2023,23.75020159,37.87772663,35080,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.37
01/02/2023,23.75366074,37.87536881,35090,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.44
01/02/2023,23.75235115,37.87225738,35100,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.42
01/02/2023,23.74712574,37.86927873,35110,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.34
01/02/2023,23.74262158,37.86926906,35120,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.28
01/02/2023,23.75138213,37.86144465,35130,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.41
01/02/2023,23.75275574,37.85573867,35140,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.44
01/02/2023,23.75668482,37.85449449,35150,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.45
01/02/2023,23.75749284,37.85035781,35160,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.44
01/02/2023,23.75964527,37.8498227,35180,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.32
01/02/2023,23.76483955,37.85019831,35190,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.34
01/02/2023,23.76762878,37.84883449,35200,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.32
01/02/2023,23.76075346,37.84206641,35210,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.3
01/02/2023,23.76125947,37.86603155,35230,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.36
01/02/2023,23.76788646,37.86837575,35240,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.4
01/02/2023,23.76335204,37.88096946,35250,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.41
01/02/2023,23.76015895,37.88023214,35260,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.42
01/02/2023,23.75621939,37.88174076,35270,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.33
01/02/2023,23.75881024,37.88541331,35280,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.36
01/02/2023,23.75252919,37.88843811,35290,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.35
01/02/2023,23.75083358,37.88839244,35300,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.38
01/02/2023,23.78850093,37.98160983,35310,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.38
01/02/2023,23.78789698,37.98061453,35330,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.37
01/02/2023,23.78776147,37.9825553,35330,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.37
01/02/2023,23.7977122,37.98097891,35340,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.4
01/02/2023,23.79568053,37.98501433,35350,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.48
01/02/2023,23.79599652,37.99369507,35360,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.45
01/02/2023,23.79220542,37.99684212,35370,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.42
01/02/2024,23.6352338,37.97282615,1926,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.46
01/02/2024,23.65049179,38.02069052,1936,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.41
01/02/2024,23.6605722,37.99659467,1950,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.58
01/02/2024,23.6374825,37.98494645,1941,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.36
01/02/2024,23.63673627,37.98591907,1935,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.5
01/02/2024,23.64405229,38.00426495,1947,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.43
01/02/2024,23.72850158,38.02107731,2010,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.43
01/02/2024,23.70747263,38.06250703,2030,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.33
01/02/2024,23.684522,38.04327857,2050,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.31
01/02/2024,23.67622507,38.03886797,2060,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.36
01/02/2024,23.69070897,38.03873978,2070,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.38
01/02/2024,23.71109252,38.03060497,2080,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.37
01/02/2024,23.70393953,38.01961122,2090,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.41
01/02/2024,23.690026,38.01459418,2100,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.23
01/02/2024,23.68563533,38.01170402,2110,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.32
01/02/2024,23.69068855,38.00659931,2130,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.27
01/02/2024,23.63371988,38.01446194,2140,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.21
01/02/2024,23.60436979,38.01172891,2150,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.29
01/02/2024,23.66048215,38.00325623,2160,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.32
01/02/2024,23.65721338,37.99035734,2170,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.35
01/02/2024,23.66968564,37.99103311,2180,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.33
01/02/2024,23.68827264,37.99218476,2190,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.35
01/02/2024,23.70903775,37.99405955,2210,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.46
01/02/2024,23.71167012,37.99890096,2220,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.39
01/02/2024,23.72396633,38.00996468,2240,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.45
01/02/2024,23.60908187,38.01006333,2250,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.22
01/02/2024,23.78300677,38.09159562,1940,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.58
01/02/2024,23.6757781,37.98986434,7130,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.4
01/02/2024,23.67977846,37.98896662,7140,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.35
01/02/2024,23.67859731,37.98285386,7160,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.27
01/02/2024,23.68025495,37.99038194,24010,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.32
01/02/2024,23.67904334,37.98703812,24020,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.31
01/02/2024,23.66718472,37.98425887,24040,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.35
01/02/2024,23.66627136,37.98707018,24050,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.38
01/02/2024,23.66832778,37.98908946,24060,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.42
01/02/2024,23.66728026,37.99018427,24070,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.37
01/02/2024,23.66011379,37.9883248,24080,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.24
01/02/2024,23.65903145,37.98985529,24100,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.4
01/02/2024,23.6582718,37.98581768,24120,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.25
01/02/2024,23.65856883,37.98433286,24130,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.39
01/02/2024,23.65802211,37.983576,24140,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.41
01/02/2024,23.65435952,37.98301767,24150,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.36
01/02/2024,23.65148754,37.98427604,24160,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.42
01/02/2024,23.6480405,37.98515589,24170,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.47
01/02/2024,23.64353739,37.98492963,24180,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.45
01/02/2024,23.63585886,37.98096317,24190,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.38
01/02/2024,23.63067905,37.97915797,24200,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.41
01/02/2024,23.632978,37.97773934,24210,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.46
01/02/2024,23.64398863,37.97744366,24220,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.42
