Ημερομηνία,Ταμιευτήρας,Τιμή
04/03/2024,Marathonas,22964000
04/03/2024,Iliki,352783000
04/03/2024,Mornos,502187000
04/03/2024,Evinos,41824000
05/03/2024,Marathonas,22846000
05/03/2024,Iliki,353356000
05/03/2024,Mornos,502630000
05/03/2024,Evinos,43175000
06/03/2024,Marathonas,22787000
06/03/2024,Iliki,353929000
06/03/2024,Mornos,502777000
06/03/2024,Evinos,44435000
07/03/2024,Marathonas,22708000
07/03/2024,Iliki,354311000
07/03/2024,Mornos,502482000
07/03/2024,Evinos,45249000
08/03/2024,Marathonas,22650000
08/03/2024,Iliki,354693000
08/03/2024,Mornos,502777000
08/03/2024,Evinos,46308000
09/03/2024,Marathonas,22572000
09/03/2024,Iliki,354884000
09/03/2024,Mornos,502630000
09/03/2024,Evinos,47262000
10/03/2024,Marathonas,22493000
10/03/2024,Iliki,355075000
10/03/2024,Mornos,502187000
10/03/2024,Evinos,47986000
11/03/2024,Marathonas,22455000
11/03/2024,Iliki,355075000
11/03/2024,Mornos,501598000
11/03/2024,Evinos,48716000
12/03/2024,Marathonas,22493000
12/03/2024,Iliki,355075000
12/03/2024,Evinos,49453000
12/03/2024,Mornos,501009000
13/03/2024,Marathonas,22532000
13/03/2024,Iliki,355266000
13/03/2024,Mornos,501009000
13/03/2024,Evinos,50697000
14/03/2024,Marathonas,22611000
14/03/2024,Iliki,355266000
14/03/2024,Mornos,500420000
14/03/2024,Evinos,51706000
15/03/2024,Marathonas,22689000
15/03/2024,Iliki,355266000
15/03/2024,Mornos,499832000
15/03/2024,Evinos,52599000
16/03/2024,Iliki,355457000
16/03/2024,Marathonas,22728000
16/03/2024,Mornos,499538000
16/03/2024,Evinos,53373000
17/03/2024,Marathonas,22767000
17/03/2024,Iliki,355457000
17/03/2024,Mornos,499391000
17/03/2024,Evinos,54023000
18/03/2024,Marathonas,22846000
18/03/2024,Iliki,355457000
18/03/2024,Mornos,498950000
18/03/2024,Evinos,54547000
19/03/2024,Marathonas,22865000
19/03/2024,Iliki,355266000
19/03/2024,Mornos,498509000
19/03/2024,Evinos,55074000
20/03/2024,Marathonas,22905000
20/03/2024,Iliki,355266000
20/03/2024,Mornos,498216000
20/03/2024,Evinos,55604000
21/03/2024,Marathonas,23003000
21/03/2024,Iliki,355457000
21/03/2024,Mornos,497628000
21/03/2024,Evinos,56004000
22/03/2024,Marathonas,23043000
22/03/2024,Iliki,355457000
22/03/2024,Mornos,497189000
22/03/2024,Evinos,56405000
23/03/2024,Marathonas,23880000
23/03/2024,Iliki,355457000
23/03/2024,Evinos,58031000
23/03/2024,Mornos,496602000
24/03/2024,Mornos,496162000
24/03/2024,Iliki,355457000
24/03/2024,Evinos,57214000
24/03/2024,Marathonas,22885000
25/03/2024,Marathonas,22689000
25/03/2024,Mornos,495429000
25/03/2024,Evinos,57622000
25/03/2024,Iliki,355457000
26/03/2024,Mornos,494844000
26/03/2024,Iliki,355457000
26/03/2024,Evinos,58031000
26/03/2024,Marathonas,22650000
27/03/2024,Marathonas,22572000
27/03/2024,Iliki,355457000
27/03/2024,Mornos,494551000
27/03/2024,Evinos,58442000
28/03/2024,Marathonas,22493000
28/03/2024,Iliki,355075000
28/03/2024,Mornos,494258000
28/03/2024,Evinos,58717000
29/03/2024,Marathonas,22318000
29/03/2024,Iliki,354884000
29/03/2024,Evinos,59132000
29/03/2024,Mornos,493819000
30/03/2024,Marathonas,22222000
30/03/2024,Iliki,354884000
30/03/2024,Mornos,493234000
30/03/2024,Evinos,59409000
31/03/2024,Marathonas,22067000
31/03/2024,Mornos,492796000
31/03/2024,Iliki,354693000
31/03/2024,Evinos,59687000
01/04/2024,Marathonas,21913000
01/04/2024,Iliki,354311000
01/04/2024,Mornos,492067000
01/04/2024,Evinos,59966000
02/04/2024,Marathonas,21875000
02/04/2024,Iliki,354120000
02/04/2024,Mornos,491046000
02/04/2024,Evinos,60246000
03/04/2024,Marathonas,21875000
03/04/2024,Iliki,353929000
03/04/2024,Mornos,490463000
03/04/2024,Evinos,60527000
04/04/2024,Marathonas,21894000
04/04/2024,Iliki,353547000
04/04/2024,Mornos,489589000
04/04/2024,Evinos,60809000
05/04/2024,Marathonas,21913000
05/04/2024,Iliki,353165000
05/04/2024,Mornos,488716000
05/04/2024,Evinos,61091000
06/04/2024,Marathonas,21990000
06/04/2024,Iliki,352783000
06/04/2024,Mornos,488134000
06/04/2024,Evinos,61233000
07/04/2024,Marathonas,22048000
07/04/2024,Iliki,352592000
07/04/2024,Mornos,487116000
07/04/2024,Evinos,61517000
08/04/2024,Marathonas,22105000
08/04/2024,Iliki,352401000
08/04/2024,Mornos,486244000
08/04/2024,Evinos,61801000
09/04/2024,Marathonas,22202000
09/04/2024,Iliki,352019000
09/04/2024,Mornos,485228000
09/04/2024,Evinos,62087000
10/04/2024,Marathonas,22280000
10/04/2024,Iliki,351637000
10/04/2024,Mornos,484357000
10/04/2024,Evinos,62230000
11/04/2024,Marathonas,22318000
11/04/2024,Iliki,351446000
11/04/2024,Mornos,483488000
11/04/2024,Evinos,62373000
12/04/2024,Marathonas,22357000
12/04/2024,Iliki,351064000
12/04/2024,Mornos,482620000
12/04/2024,Evinos,62517000
13/04/2024,Marathonas,22435000
13/04/2024,Iliki,350682000
13/04/2024,Mornos,481464000
13/04/2024,Evinos,62661000
14/04/2024,Marathonas,22513000
14/04/2024,Iliki,350300000
14/04/2024,Mornos,480453000
14/04/2024,Evinos,62805000
15/04/2024,Marathonas,22650000
15/04/2024,Iliki,350300000
15/04/2024,Mornos,479443000
15/04/2024,Evinos,62949000
16/04/2024,Iliki,350112000
16/04/2024,Mornos,478434000
16/04/2024,Evinos,63093000
16/04/2024,Marathonas,22708000
17/04/2024,Marathonas,22807000
17/04/2024,Iliki,349736000
17/04/2024,Mornos,477282000
17/04/2024,Evinos,63238000
18/04/2024,Evinos,63383000
18/04/2024,Marathonas,22905000
18/04/2024,Mornos,476275000
18/04/2024,Iliki,349548000
19/04/2024,Marathonas,23003000
19/04/2024,Mornos,475124000
19/04/2024,Evinos,63528000
19/04/2024,Iliki,349172000
20/04/2024,Marathonas,23122000
20/04/2024,Iliki,349172000
20/04/2024,Mornos,474550000
20/04/2024,Evinos,63819000
21/04/2024,Marathonas,23280000
21/04/2024,Iliki,348796000
21/04/2024,Mornos,473690000
21/04/2024,Evinos,63965000
22/04/2024,Marathonas,23400000
22/04/2024,Iliki,348420000
22/04/2024,Mornos,472830000
22/04/2024,Evinos,64257000
23/04/2024,Marathonas,23459000
23/04/2024,Iliki,348044000
23/04/2024,Mornos,472258000
23/04/2024,Evinos,64403000
24/04/2024,Marathonas,23539000
24/04/2024,Iliki,347668000
24/04/2024,Mornos,471400000
24/04/2024,Evinos,64697000
25/04/2024,Marathonas,23559000
25/04/2024,Iliki,347668000
25/04/2024,Mornos,470398000
25/04/2024,Evinos,64844000
26/04/2024,Marathonas,23599000
26/04/2024,Iliki,347104000
26/04/2024,Mornos,469399000
26/04/2024,Evinos,64991000
27/04/2024,Marathonas,23679000
27/04/2024,Iliki,346728000
27/04/2024,Mornos,468543000
27/04/2024,Evinos,64991000
28/04/2024,Marathonas,23760000
28/04/2024,Iliki,346540000
28/04/2024,Mornos,467686000
28/04/2024,Evinos,65139000
29/04/2024,Marathonas,23760000
29/04/2024,Iliki,346540000
29/04/2024,Mornos,467686000
29/04/2024,Evinos,65139000
30/04/2024,Marathonas,23961000
30/04/2024,Iliki,345788000
30/04/2024,Mornos,465552000
30/04/2024,Evinos,65404000
01/05/2024,Marathonas,24082000
01/05/2024,Iliki,345412000
01/05/2024,Mornos,464557000
01/05/2024,Evinos,65537000
02/05/2024,Marathonas,24204000
02/05/2024,Iliki,345036000
02/05/2024,Mornos,463704000
02/05/2024,Evinos,65670000
03/05/2024,Marathonas,24285000
03/05/2024,Iliki,344660000
03/05/2024,Mornos,462569000
03/05/2024,Evinos,65670000
04/05/2024,Marathonas,24407000
04/05/2024,Iliki,344284000
04/05/2024,Mornos,461294000
04/05/2024,Evinos,65803000
05/05/2024,Marathonas,24550000
05/05/2024,Iliki,344096000
05/05/2024,Mornos,460022000
05/05/2024,Evinos,65936000
06/05/2024,Marathonas,24673000
06/05/2024,Iliki,343720000
06/05/2024,Mornos,458750000
06/05/2024,Evinos,65936000
07/05/2024,Marathonas,24858000
07/05/2024,Iliki,343532000
07/05/2024,Mornos,457480000
07/05/2024,Evinos,65936000
08/05/2024,Marathonas,24858000
08/05/2024,Iliki,343156000
08/05/2024,Mornos,456210000
08/05/2024,Evinos,66069000
09/05/2024,Marathonas,24899000
09/05/2024,Iliki,342780000
09/05/2024,Mornos,454804000
09/05/2024,Evinos,66069000
10/05/2024,Marathonas,25002000
10/05/2024,Iliki,342404000
10/05/2024,Mornos,453680000
10/05/2024,Evinos,66203000
11/05/2024,Marathonas,25147000
11/05/2024,Iliki,342216000
11/05/2024,Mornos,453680000
11/05/2024,Evinos,66471000
12/05/2024,Marathonas,25230000
12/05/2024,Iliki,341840000
12/05/2024,Mornos,452978000
12/05/2024,Evinos,66605000
13/05/2024,Marathonas,25292000
13/05/2024,Iliki,341464000
13/05/2024,Mornos,451996000
13/05/2024,Evinos,66739000
14/05/2024,Marathonas,25354000
14/05/2024,Iliki,341088000
14/05/2024,Mornos,451015000
14/05/2024,Evinos,66874000
15/05/2024,Marathonas,25480000
15/05/2024,Iliki,340712000
15/05/2024,Mornos,449896000
15/05/2024,Evinos,67009000
16/05/2024,Marathonas,25563000
16/05/2024,Iliki,340524000
16/05/2024,Mornos,448778000
16/05/2024,Evinos,67144000
17/05/2024,Marathonas,25668000
17/05/2024,Iliki,340148000
17/05/2024,Mornos,447660000
17/05/2024,Evinos,67144000
18/05/2024,Marathonas,25773000
18/05/2024,Iliki,339960000
18/05/2024,Mornos,446684000
18/05/2024,Evinos,67144000
19/05/2024,Marathonas,25878000
19/05/2024,Iliki,339772000
19/05/2024,Mornos,445570000
19/05/2024,Evinos,67279000
20/05/2024,Marathonas,25920000
20/05/2024,Iliki,339396000
20/05/2024,Mornos,444317000
20/05/2024,Evinos,67279000
21/05/2024,Marathonas,25962000
21/05/2024,Iliki,339020000
21/05/2024,Mornos,443206000
21/05/2024,Evinos,67279000
22/05/2024,Marathonas,26047000
22/05/2024,Iliki,338832000
22/05/2024,Mornos,442235000
22/05/2024,Evinos,67414000
23/05/2024,Marathonas,26132000
23/05/2024,Iliki,338644000
23/05/2024,Mornos,441128000
23/05/2024,Evinos,67414000
24/05/2024,Marathonas,26174000
24/05/2024,Iliki,338268000
24/05/2024,Mornos,440020000
24/05/2024,Evinos,67414000
25/05/2024,Marathonas,26280000
25/05/2024,Iliki,338080000
25/05/2024,Mornos,438775000
25/05/2024,Evinos,67549000
26/05/2024,Marathonas,26323000
26/05/2024,Iliki,337704000
26/05/2024,Mornos,438084000
26/05/2024,Evinos,67821000
27/05/2024,Marathonas,26451000
27/05/2024,Iliki,337516000
27/05/2024,Mornos,437394000
27/05/2024,Evinos,67957000
28/05/2024,Marathonas,26515000
28/05/2024,Iliki,336764000
28/05/2024,Mornos,436568000
28/05/2024,Evinos,68093000
29/05/2024,Marathonas,26579000
29/05/2024,Iliki,336388000
29/05/2024,Mornos,435466000
29/05/2024,Evinos,68093000
30/05/2024,Marathonas,26622000
30/05/2024,Iliki,336012000
30/05/2024,Mornos,434228000
30/05/2024,Evinos,68230000
31/05/2024,Marathonas,26707000
31/05/2024,Iliki,335636000
31/05/2024,Mornos,433130000
31/05/2024,Evinos,68230000
01/06/2024,Marathonas,26772000
01/06/2024,Iliki,335448000
01/06/2024,Mornos,431895000
01/06/2024,Evinos,68230000
02/06/2024,Marathonas,26858000
02/06/2024,Iliki,335072000
02/06/2024,Mornos,430661000
02/06/2024,Evinos,68230000
03/06/2024,Marathonas,26922000
03/06/2024,Iliki,334696000
03/06/2024,Mornos,429293000
03/06/2024,Evinos,68366000
04/06/2024,Marathonas,26987000
04/06/2024,Iliki,334320000
04/06/2024,Mornos,427927000
04/06/2024,Evinos,68366000
05/06/2024,Marathonas,27030000
05/06/2024,Iliki,333944000
05/06/2024,Mornos,426699000
05/06/2024,Evinos,68366000
06/06/2024,Marathonas,27030000
06/06/2024,Iliki,333380000
06/06/2024,Mornos,426972000
06/06/2024,Evinos,66739000
07/06/2024,Marathonas,26987000
07/06/2024,Iliki,333004000
07/06/2024,Mornos,427381000
07/06/2024,Evinos,64991000
08/06/2024,Marathonas,26966000
08/06/2024,Iliki,332628000
08/06/2024,Mornos,428063000
08/06/2024,Evinos,62949000
09/06/2024,Marathonas,26901000
09/06/2024,Iliki,332252000
09/06/2024,Evinos,60950000
09/06/2024,Mornos,428610000
10/06/2024,Marathonas,26858000
10/06/2024,Iliki,331876000
10/06/2024,Mornos,429156000
10/06/2024,Evinos,58855000
11/06/2024,Marathonas,26793000
11/06/2024,Iliki,331500000
11/06/2024,Mornos,429840000
11/06/2024,Evinos,56674000
12/06/2024,Marathonas,26686000
12/06/2024,Iliki,330942000
12/06/2024,Mornos,430251000
12/06/2024,Evinos,54547000
13/06/2024,Marathonas,26600000
13/06/2024,Iliki,330384000
13/06/2024,Mornos,430798000
13/06/2024,Evinos,52599000
14/06/2024,Marathonas,26515000
14/06/2024,Iliki,330012000
14/06/2024,Mornos,431483000
14/06/2024,Evinos,50697000
15/06/2024,Marathonas,26387000
15/06/2024,Iliki,329454000
15/06/2024,Mornos,432032000
15/06/2024,Evinos,48838000
16/06/2024,Marathonas,26301000
16/06/2024,Iliki,328896000
16/06/2024,Mornos,432718000
16/06/2024,Evinos,47023000
17/06/2024,Marathonas,26216000
17/06/2024,Iliki,328338000
17/06/2024,Mornos,433130000
17/06/2024,Evinos,45249000
18/06/2024,Marathonas,26174000
18/06/2024,Iliki,327780000
18/06/2024,Mornos,432718000
18/06/2024,Evinos,44783000
19/06/2024,Marathonas,26089000
19/06/2024,Iliki,327408000
19/06/2024,Mornos,431483000
19/06/2024,Evinos,44783000
20/06/2024,Marathonas,26005000
20/06/2024,Iliki,326850000
20/06/2024,Mornos,430251000
20/06/2024,Evinos,44783000
21/06/2024,Marathonas,25899000
21/06/2024,Iliki,326292000
21/06/2024,Mornos,429020000
21/06/2024,Evinos,44783000
22/06/2024,Marathonas,25773000
22/06/2024,Iliki,325734000
22/06/2024,Mornos,427381000
22/06/2024,Evinos,44783000
23/06/2024,Marathonas,25668000
23/06/2024,Iliki,325176000
23/06/2024,Mornos,426154000
23/06/2024,Evinos,44667000
24/06/2024,Marathonas,25542000
24/06/2024,Iliki,324618000
24/06/2024,Mornos,424794000
24/06/2024,Evinos,44667000
25/06/2024,Marathonas,25459000
25/06/2024,Iliki,324060000
25/06/2024,Mornos,423436000
25/06/2024,Evinos,44667000
26/06/2024,Marathonas,25396000
26/06/2024,Iliki,323502000
26/06/2024,Mornos,422079000
26/06/2024,Evinos,44667000
27/06/2024,Marathonas,25313000
27/06/2024,Iliki,322944000
27/06/2024,Mornos,420726000
27/06/2024,Evinos,44551000
28/06/2024,Marathonas,25209000
28/06/2024,Iliki,322572000
28/06/2024,Mornos,419374000
28/06/2024,Evinos,44551000
29/06/2024,Marathonas,25147000
29/06/2024,Iliki,321828000
29/06/2024,Mornos,417889000
29/06/2024,Evinos,44435000
30/06/2024,Marathonas,25085000
30/06/2024,Iliki,321270000
30/06/2024,Mornos,416405000
30/06/2024,Evinos,44435000
01/07/2024,Marathonas,25043000
01/07/2024,Iliki,320526000
01/07/2024,Mornos,414926000
01/07/2024,Evinos,44435000
02/07/2024,Marathonas,24981000
02/07/2024,Iliki,320154000
02/07/2024,Mornos,413449000
02/07/2024,Evinos,44320000
03/07/2024,Marathonas,24919000
03/07/2024,Iliki,319596000
03/07/2024,Mornos,411976000
03/07/2024,Evinos,44320000
04/07/2024,Marathonas,24858000
04/07/2024,Iliki,318852000
04/07/2024,Mornos,410638000
04/07/2024,Evinos,44205000
05/07/2024,Marathonas,24961000
05/07/2024,Iliki,318480000
05/07/2024,Mornos,409570000
05/07/2024,Evinos,44205000
06/07/2024,Marathonas,25043000
06/07/2024,Iliki,317736000
06/07/2024,Mornos,408237000
06/07/2024,Evinos,44205000
07/07/2024,Marathonas,25085000
07/07/2024,Iliki,317364000
07/07/2024,Mornos,406906000
07/07/2024,Evinos,44205000
08/07/2024,Marathonas,25085000
08/07/2024,Iliki,316620000
08/07/2024,Mornos,405578000
08/07/2024,Evinos,44205000
09/07/2024,Marathonas,24981000
09/07/2024,Iliki,316062000
09/07/2024,Mornos,404251000
09/07/2024,Evinos,44089000
10/07/2024,Marathonas,24490000
10/07/2024,Iliki,315132000
10/07/2024,Evinos,44089000
10/07/2024,Mornos,402928000
11/07/2024,Marathonas,24899000
11/07/2024,Iliki,314388000
11/07/2024,Mornos,401475000
11/07/2024,Evinos,44089000
12/07/2024,Marathonas,24837000
12/07/2024,Iliki,313644000
12/07/2024,Mornos,400157000
12/07/2024,Evinos,44089000
13/07/2024,Marathonas,24796000
13/07/2024,Iliki,313086000
13/07/2024,Mornos,398840000
13/07/2024,Evinos,43974000
14/07/2024,Marathonas,24755000
14/07/2024,Iliki,312348000
14/07/2024,Mornos,397525000
14/07/2024,Evinos,43974000
15/07/2024,Marathonas,24693000
15/07/2024,Iliki,311796000
15/07/2024,Mornos,396213000
15/07/2024,Evinos,43860000
16/07/2024,Marathonas,24673000
16/07/2024,Iliki,311060000
16/07/2024,Mornos,394772000
16/07/2024,Evinos,43860000
17/07/2024,Marathonas,24591000
17/07/2024,Iliki,310324000
17/07/2024,Mornos,393335000
17/07/2024,Evinos,43745000
18/07/2024,Marathonas,24509000
18/07/2024,Iliki,309956000
18/07/2024,Mornos,392030000
18/07/2024,Evinos,43745000
19/07/2024,Marathonas,24632000
19/07/2024,Iliki,309404000
19/07/2024,Mornos,390727000
19/07/2024,Evinos,43745000
20/07/2024,Marathonas,24285000
20/07/2024,Iliki,308668000
20/07/2024,Mornos,389297000
20/07/2024,Evinos,43631000
21/07/2024,Marathonas,24204000
21/07/2024,Iliki,307932000
21/07/2024,Mornos,387999000
21/07/2024,Evinos,43631000
22/07/2024,Marathonas,24163000
22/07/2024,Iliki,307196000
22/07/2024,Mornos,386575000
22/07/2024,Evinos,43516000
23/07/2024,Marathonas,24102000
23/07/2024,Iliki,306644000
23/07/2024,Mornos,385283000
23/07/2024,Evinos,43516000
24/07/2024,Marathonas,24143000
24/07/2024,Iliki,306092000
24/07/2024,Mornos,383865000
24/07/2024,Evinos,43516000
25/07/2024,Marathonas,24143000
25/07/2024,Iliki,305356000
25/07/2024,Mornos,382707000
25/07/2024,Evinos,43516000
26/07/2024,Marathonas,24143000
26/07/2024,Iliki,304620000
26/07/2024,Mornos,381422000
26/07/2024,Evinos,43402000
27/07/2024,Marathonas,24183000
27/07/2024,Iliki,303884000
27/07/2024,Mornos,380139000
27/07/2024,Evinos,43402000
28/07/2024,Evinos,43402000
28/07/2024,Mornos,378858000
28/07/2024,Iliki,303332000
28/07/2024,Marathonas,24244000
29/07/2024,Marathonas,24346000
29/07/2024,Iliki,302780000
29/07/2024,Mornos,377452000
29/07/2024,Evinos,43402000
30/07/2024,Marathonas,24346000
30/07/2024,Iliki,301860000
30/07/2024,Mornos,376049000
30/07/2024,Evinos,43288000
31/07/2024,Marathonas,24346000
31/07/2024,Iliki,301124000
31/07/2024,Mornos,374775000
31/07/2024,Evinos,43288000
01/08/2024,Marathonas,24326000
01/08/2024,Iliki,300204000
01/08/2024,Mornos,373378000
01/08/2024,Evinos,43175000
02/08/2024,Marathonas,24326000
02/08/2024,Iliki,299284000
02/08/2024,Mornos,372238000
02/08/2024,Evinos,43175000
03/08/2024,Marathonas,24305000
03/08/2024,Iliki,298548000
03/08/2024,Mornos,370971000
03/08/2024,Evinos,43175000
04/08/2024,Marathonas,24265000
04/08/2024,Iliki,297812000
04/08/2024,Mornos,369833000
04/08/2024,Evinos,43061000
05/08/2024,Marathonas,24346000
05/08/2024,Iliki,297076000
05/08/2024,Mornos,368573000
05/08/2024,Evinos,43061000
06/08/2024,Marathonas,24346000
06/08/2024,Iliki,296340000
06/08/2024,Mornos,367439000
06/08/2024,Evinos,43061000
07/08/2024,Marathonas,24387000
07/08/2024,Iliki,295788000
07/08/2024,Mornos,366308000
07/08/2024,Evinos,42948000
08/08/2024,Marathonas,24448000
08/08/2024,Iliki,295052000
08/08/2024,Mornos,365177000
08/08/2024,Evinos,42948000
09/08/2024,Marathonas,24489000
09/08/2024,Iliki,294318000
09/08/2024,Mornos,364049000
09/08/2024,Evinos,42835000
10/08/2024,Iliki,293590000
10/08/2024,Mornos,362923000
10/08/2024,Evinos,42835000
10/08/2024,Marathonas,24529000
11/08/2024,Marathonas,24550000
11/08/2024,Mornos,361799000
11/08/2024,Evinos,42722000
11/08/2024,Iliki,292862000
12/08/2024,Iliki,292134000
12/08/2024,Mornos,360552000
12/08/2024,Evinos,42722000
12/08/2024,Marathonas,24591000
13/08/2024,Marathonas,24632000
13/08/2024,Mornos,359306000
13/08/2024,Evinos,42609000
13/08/2024,Iliki,291406000
14/08/2024,Marathonas,24611000
14/08/2024,Iliki,290496000
14/08/2024,Mornos,358312000
14/08/2024,Evinos,42496000
15/08/2024,Marathonas,24611000
15/08/2024,Iliki,289586000
15/08/2024,Mornos,356947000
15/08/2024,Evinos,42384000
16/08/2024,Marathonas,24673000
16/08/2024,Iliki,289040000
16/08/2024,Mornos,356327000
16/08/2024,Evinos,42271000
17/08/2024,Marathonas,24734000
17/08/2024,Iliki,288494000
17/08/2024,Mornos,355211000
17/08/2024,Evinos,42159000
18/08/2024,Marathonas,24734000
18/08/2024,Iliki,287766000
18/08/2024,Mornos,354099000
18/08/2024,Evinos,42047000
19/08/2024,Marathonas,24734000
19/08/2024,Iliki,286856000
19/08/2024,Mornos,352988000
19/08/2024,Evinos,42047000
20/08/2024,Marathonas,24693000
20/08/2024,Iliki,286128000
20/08/2024,Mornos,351881000
20/08/2024,Evinos,41936000
21/08/2024,Marathonas,24611000
21/08/2024,Iliki,285400000
21/08/2024,Mornos,350773000
21/08/2024,Evinos,41936000
22/08/2024,Marathonas,24529000
22/08/2024,Iliki,284854000
22/08/2024,Mornos,349669000
22/08/2024,Evinos,41824000
23/08/2024,Marathonas,24529000
23/08/2024,Iliki,284126000
23/08/2024,Mornos,348688000
23/08/2024,Evinos,41824000
24/08/2024,Marathonas,24529000
24/08/2024,Iliki,283398000
24/08/2024,Mornos,347586000
24/08/2024,Evinos,41713000
25/08/2024,Mornos,346486000
25/08/2024,Evinos,41713000
25/08/2024,Iliki,282670000
25/08/2024,Marathonas,24489000
26/08/2024,Marathonas,24407000
26/08/2024,Iliki,281942000
26/08/2024,Mornos,345388000
26/08/2024,Evinos,41601000
27/08/2024,Marathonas,24407000
27/08/2024,Iliki,281214000
27/08/2024,Mornos,344291000
27/08/2024,Evinos,41601000
28/08/2024,Marathonas,24427000
28/08/2024,Iliki,280668000
28/08/2024,Mornos,343197000
28/08/2024,Evinos,41490000
29/08/2024,Marathonas,24468000
29/08/2024,Iliki,279940000
29/08/2024,Mornos,342104000
29/08/2024,Evinos,41490000
30/08/2024,Marathonas,24509000
30/08/2024,Iliki,279212000
30/08/2024,Mornos,341014000
30/08/2024,Evinos,41379000
31/08/2024,Marathonas,24611000
31/08/2024,Iliki,278666000
31/08/2024,Mornos,339926000
31/08/2024,Evinos,41379000
01/09/2024,Marathonas,24734000
01/09/2024,Iliki,278120000
01/09/2024,Mornos,338839000
01/09/2024,Evinos,41379000
02/09/2024,Marathonas,24837000
02/09/2024,Iliki,277756000
02/09/2024,Mornos,337755000
02/09/2024,Evinos,41269000
03/09/2024,Marathonas,24899000
03/09/2024,Iliki,277210000
03/09/2024,Mornos,336551000
03/09/2024,Evinos,41269000
04/09/2024,Marathonas,24919000
04/09/2024,Iliki,276664000
04/09/2024,Mornos,335471000
04/09/2024,Evinos,41158000
05/09/2024,Marathonas,24940000
05/09/2024,Iliki,276127000
05/09/2024,Mornos,334392000
05/09/2024,Evinos,41048000
06/09/2024,Marathonas,24940000
06/09/2024,Iliki,275608000
06/09/2024,Mornos,333314000
06/09/2024,Evinos,40938000
07/09/2024,Marathonas,24919000
07/09/2024,Iliki,275089000
07/09/2024,Mornos,332239000
07/09/2024,Evinos,40938000
08/09/2024,Marathonas,24940000
08/09/2024,Iliki,274743000
08/09/2024,Mornos,331165000
08/09/2024,Evinos,40828000
09/09/2024,Marathonas,24981000
09/09/2024,Iliki,274224000
09/09/2024,Mornos,330093000
09/09/2024,Evinos,40828000
10/09/2024,Marathonas,25043000
10/09/2024,Iliki,273705000
10/09/2024,Mornos,329380000
10/09/2024,Evinos,40894000
11/09/2024,Marathonas,25126000
11/09/2024,Iliki,273186000
11/09/2024,Mornos,328429000
11/09/2024,Evinos,40982000
12/09/2024,Marathonas,25209000
12/09/2024,Iliki,272840000
12/09/2024,Mornos,327362000
12/09/2024,Evinos,40982000
13/09/2024,Marathonas,25292000
13/09/2024,Iliki,272494000
13/09/2024,Mornos,326296000
13/09/2024,Evinos,40982000
14/09/2024,Marathonas,25334000
14/09/2024,Iliki,271802000
14/09/2024,Mornos,325232000
14/09/2024,Evinos,40982000
15/09/2024,Marathonas,25375000
15/09/2024,Iliki,271110000
15/09/2024,Mornos,324053000
15/09/2024,Evinos,40982000
16/09/2024,Marathonas,25375000
16/09/2024,Iliki,270591000
16/09/2024,Mornos,322995000
16/09/2024,Evinos,40938000
17/09/2024,Marathonas,25375000
17/09/2024,Iliki,270072000
17/09/2024,Mornos,321821000
17/09/2024,Evinos,40916000
18/09/2024,Marathonas,25417000
18/09/2024,Iliki,269553000
18/09/2024,Mornos,320767000
18/09/2024,Evinos,40916000
19/09/2024,Marathonas,25480000
19/09/2024,Iliki,269207000
19/09/2024,Mornos,319715000
19/09/2024,Evinos,40872000
20/09/2024,Marathonas,25563000
20/09/2024,Iliki,268861000
20/09/2024,Mornos,318664000
20/09/2024,Evinos,40872000
21/09/2024,Marathonas,25626000
21/09/2024,Iliki,268515000
21/09/2024,Mornos,317616000
21/09/2024,Evinos,40828000
22/09/2024,Marathonas,25668000
22/09/2024,Iliki,267996000
22/09/2024,Mornos,316570000
22/09/2024,Evinos,40784000
23/09/2024,Marathonas,25689000
23/09/2024,Iliki,267477000
23/09/2024,Mornos,315525000
23/09/2024,Evinos,40784000
24/09/2024,Marathonas,25731000
24/09/2024,Iliki,266958000
24/09/2024,Mornos,314482000
24/09/2024,Evinos,40740000
25/09/2024,Marathonas,25773000
25/09/2024,Iliki,266439000
25/09/2024,Mornos,313442000
25/09/2024,Evinos,40696000
26/09/2024,Marathonas,25773000
26/09/2024,Iliki,265920000
26/09/2024,Mornos,312403000
26/09/2024,Evinos,40652000
27/09/2024,Marathonas,25773000
27/09/2024,Iliki,265401000
27/09/2024,Mornos,311368000
27/09/2024,Evinos,40608000
28/09/2024,Marathonas,25815000
28/09/2024,Iliki,265055000
28/09/2024,Mornos,310333000
28/09/2024,Evinos,40608000
29/09/2024,Marathonas,25836000
29/09/2024,Iliki,264882000
29/09/2024,Mornos,309300000
29/09/2024,Evinos,40564000
30/09/2024,Marathonas,25836000
30/09/2024,Iliki,264363000
30/09/2024,Mornos,308384000
30/09/2024,Evinos,40499000
01/10/2024,Marathonas,25815000
01/10/2024,Iliki,263844000
01/10/2024,Mornos,307354000
01/10/2024,Evinos,40499000
02/10/2024,Marathonas,25857000
02/10/2024,Iliki,263498000
02/10/2024,Mornos,306214000
02/10/2024,Evinos,40499000
03/10/2024,Marathonas,25899000
03/10/2024,Iliki,262979000
03/10/2024,Mornos,305190000
03/10/2024,Evinos,40499000
04/10/2024,Marathonas,25984000
04/10/2024,Iliki,262633000
04/10/2024,Mornos,304167000
