Ημερομηνία,Longitude,Latitude,"Περιοχή συλλογής δείγματος",Μέτρηση,"Είδος αποτελέσματος","Μονάδα μέτρησης",Τιμή
,23.80223198,37.83311234,140,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.222
,23.74864808,37.91609723,5010,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.212
,23.75342223,37.90482065,5020,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.314
,23.74605589,37.88420804,5040,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.381
,23.75796495,37.86035435,5050,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.421
,23.75697704,37.84809852,5080,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.233
,23.76068543,37.81516677,5090,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.246
,23.77438684,37.81229933,5100,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.271
,23.78633796,37.82289436,5110,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.2
,23.79034019,37.83538362,5150,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.321
,23.73997328,37.86958627,5160,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.345
,23.72543914,37.88816507,5170,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.251
,23.72008222,37.90342424,5180,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.177
,23.7141366,37.91270737,5190,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.221
,23.71284044,37.91562054,5200,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.235
,23.70643521,37.91960099,5210,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.341
,23.70488133,37.93521995,5230,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.288
,23.53153657,38.07172532,2260,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.294
,23.75121334,38.12052926,2270,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.134
,23.78300677,38.09159562,1940,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.212
,23.85447866,38.05288412,105,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.376
,23.77682568,38.06522626,180,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.191
,23.79478287,38.039643,230,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.461
,23.79465296,38.03514891,235,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.481
,23.75187919,38.03442418,3010,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.142
,23.75279316,38.04341932,3020,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.267
,23.75797185,38.05889094,3030,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.218
,23.80475064,38.09155778,3050,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.12
,23.8076845,38.07968756,3060,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.133
,23.82658845,38.06873396,3080,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.515
,23.85772963,38.05887086,3090,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.19
,23.85885083,38.00940503,3110,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.271
,23.88593611,38.00348657,3120,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.155
,23.88358142,38.00166538,3130,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.235
,23.83289436,38.00690221,3150,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.12
,23.8176997,37.99941782,3160,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.155
,23.79680957,37.99819507,3170,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.292
,23.79494863,37.99586454,3180,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.206
,23.79552655,37.98210489,3190,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.133
,23.78026269,38.00051154,3200,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.195
,23.78796777,38.0084814,3220,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.24
,23.78013336,38.01994403,3240,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.149
,23.81127403,38.04572875,3260,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.205
,23.78300677,38.09159562,1940,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.196
,23.78300677,38.09159562,1940,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.116
,23.33981264,38.00410848,225,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.234
,23.78300677,38.09159562,1940,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.166
,23.7419006,37.95316688,4140,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.344
,23.78781925,38.0878097,195,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.812
,23.72049547,37.94647249,160,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.146
,23.7232452,37.93440384,165,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.186
,23.69418089,37.99877315,7120,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.244
,23.66748989,37.95803203,7170,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.178
,23.67862566,37.97172973,7230,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.273
,23.68519653,37.97596579,7250,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.352
,23.69752839,37.97170234,7270,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.095
,23.71283325,37.96856483,7300,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.151
,23.71170376,37.97057149,7320,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.197
,23.71541292,38.00374961,8010,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.12
,23.71578119,37.99037338,8040,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.167
,23.7122762,37.98040557,8060,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.272
,23.71481682,37.97943025,8070,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.128
,23.68251737,37.96148113,8100,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.083
,23.70043454,37.962644,8140,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.125
,23.69959745,37.94970908,8170,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.2
,23.70891649,37.94569184,8210,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.183
,23.71621067,37.95514139,8260,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.193
,23.71457142,37.96617497,8270,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.163
,23.72176206,37.96483486,8280,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.185
,23.72614349,37.96555625,8290,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.236
,23.73089644,37.98300722,8350,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.25
,23.59521034,38.06468139,2810,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.1
,23.58213759,38.06052513,2820,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.346
,23.58754823,38.0664655,2830,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.157
,23.5318038,38.05090121,2840,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.132
,23.54270396,38.04336154,2850,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.263
,23.53939487,38.0361051,2860,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.12
,23.54885279,38.03762139,2870,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.144
,23.73746872,38.08509072,2890,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.66
,23.78300677,38.09159562,1940,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.266
,22.8984324,38.25405489,7011,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.092
,23.82140342,38.07735607,3070,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.514
,23.78256861,38.1336252,1932,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.387
,23.74996363,38.12819997,1933,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.207
,23.8527507,38.12333569,1946,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.249
,23.83967824,38.07817527,1948,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.364
,23.81291067,38.06845423,1954,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.314
,23.86470833,38.10061721,1956,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.341
,23.75279316,38.04341932,3020,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.2
,23.50231957,37.96481152,170,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.686
,23.5289617,37.96581528,2540,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.174
,23.53503262,37.95677855,2550,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.185
,23.46773064,37.92181628,2600,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.144
,23.49475198,37.96793762,2630,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.677
,23.48803323,37.96254865,2660,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.117
,23.44062195,37.9258773,2680,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.833
,23.52415052,37.96223485,2690,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.193
,23.78300677,38.09159562,1940,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.268
,23.78300677,38.09159562,1940,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.241
,23.5318038,38.05090121,2840,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.403
,23.85025321,37.98994386,6600,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.284
,23.95034322,37.8943453,6622,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.193
,24.02347685,37.89610538,6635,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.292
,23.9711191,37.81103106,6640,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.186
,24.05094448,37.70399221,6651,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.118
,24.00045431,37.66293707,6660,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.236
,23.93846122,37.69492932,6670,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.187
,23.95494234,37.75171359,6690,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.29
,23.92361047,37.73101879,6700,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.346
,23.90348973,37.82055314,6705,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.102
,23.89013644,37.78136061,6706,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.241
,23.78300677,38.09159562,1940,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.132
,23.72850158,38.02107731,2010,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.27
,23.71516747,38.06439445,2020,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.114
,23.70747263,38.06250703,2030,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.18
,23.684522,38.04327857,2050,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.202
,23.67622507,38.03886797,2060,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.151
,23.69070897,38.03873978,2070,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.185
,23.71109252,38.03060497,2080,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.277
,23.70393953,38.01961122,2090,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.301
,23.690026,38.01459418,2100,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.414
,23.68563533,38.01170402,2110,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.312
,23.69068855,38.00659931,2130,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.3
,23.63371988,38.01446194,2140,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.323
,23.60436979,38.01172891,2150,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.295
,23.66048215,38.00325623,2160,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.355
,23.65721338,37.99035734,2170,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.152
,23.66968564,37.99103311,2180,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.223
,23.68827264,37.99218476,2190,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.401
,23.70903775,37.99405955,2210,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.155
,23.71167012,37.99890096,2220,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.276
,23.72396633,38.00996468,2240,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.256
,23.60908187,38.01006333,2250,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.325
,23.78300677,38.09159562,1940,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.192
,23.78300677,38.09159562,1940,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.105
,23.78300677,38.09159562,1940,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.278
,23.79488229,37.83744985,1912,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.464
,23.78198962,37.85753892,1964,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.36
,23.79050885,37.815723,1965,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.532
,23.78300677,38.09159562,1940,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.154
,23.84875164,38.12416671,4710,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.29
,24.03457233,38.19040155,4750,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.371
,23.98944122,38.03778338,4771,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.234
,24.01205071,38.01437011,4852,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.239
,23.9069807,37.96451242,4902,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.127
,23.9087001,38.16824113,4720,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.281
,23.97713814,38.08574303,4770,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.105
,23.9814898,38.06170646,4800,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.111
,22.8984324,38.25405489,7011,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.123
,23.77565986,37.94643657,1962,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.31
,23.84875164,38.12416671,4710,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.29
,23.97713814,38.08574303,4770,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.105
,23.53153657,38.07172532,2260,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.126
,23.75121334,38.12052926,2270,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.118
,23.7766247,37.88434896,1918,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.141
,23.76382857,37.88903355,1920,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.478
,23.75556042,37.91943081,1924,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.364
,23.74951242,37.9996463,1942,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.202
,23.73288702,37.955672,1944,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.113
,23.77756947,37.88994684,1963,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.309
,23.85447866,38.05288412,105,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.317
,23.77682568,38.06522626,180,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.173
,23.79478287,38.039643,230,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.199
,23.79465296,38.03514891,235,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.149
,23.75187919,38.03442418,3010,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.108
,23.75279316,38.04341932,3020,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.231
,23.75797185,38.05889094,3030,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.488
,23.80475064,38.09155778,3050,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.104
,23.8076845,38.07968756,3060,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.157
,23.82658845,38.06873396,3080,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.088
,23.85772963,38.05887086,3090,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.094
,23.85885083,38.00940503,3110,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.103
,23.88593611,38.00348657,3120,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.483
,23.88358142,38.00166538,3130,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.508
,23.83289436,38.00690221,3150,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.194
,23.8176997,37.99941782,3160,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.301
,23.79680957,37.99819507,3170,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.144
,23.79494863,37.99586454,3180,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.352
,23.79552655,37.98210489,3190,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.551
,23.78026269,38.00051154,3200,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.442
,23.78796777,38.0084814,3220,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.096
,23.78013336,38.01994403,3240,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.112
,23.78028136,38.04717905,3250,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.208
,23.81127403,38.04572875,3260,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.233
,23.78300677,38.09159562,1940,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.293
,23.78300677,38.09159562,1940,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.293
,23.76331913,37.9671107,120,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.083
,23.76373822,37.96231002,125,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.23
,23.74628153,37.95494925,130,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.108
,23.76902716,37.99339131,4010,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.187
,23.77648607,37.99622098,4020,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.14
,23.77644626,37.99275168,4030,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.16
,23.768783,37.9828978,4040,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.109
,23.77656931,37.97125316,4060,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.094
,23.77323663,37.96994397,4070,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.885
,23.76210863,37.97447332,4080,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.386
,23.75945557,37.97068504,4090,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.118
,23.77359043,37.94663449,4100,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.095
,23.75841416,37.95734094,4110,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.246
,23.7483243,37.95728104,4120,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.172
,23.7419006,37.95316688,4140,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.072
,23.75099403,37.93022254,4160,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.244
,23.73717945,37.92398915,4170,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.432
,23.73449966,37.92178254,4180,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.19
,23.72863096,37.93616832,4190,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.195
,23.7276664,37.95106354,4220,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.34
,23.72659763,37.95526612,4230,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.342
,23.72688782,37.95811379,4240,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.111
,23.78300677,38.09159562,1940,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.225
,23.76621884,37.94149317,135,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.236
,23.70168246,37.91807243,137,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.317
,23.80223198,37.83311234,140,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.109
,23.74864808,37.91609723,5010,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.286
,23.75342223,37.90482065,5020,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.1
,23.74470013,37.88994017,5030,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.197
